Numero,Cliente,Saldo,DiaAniversario
150356,69312,92456,1
150357,96637,53958,8
150358,80652,28509,1
150359,91197,64884,6
150360,40738,75441,30
150361,97754,166,2
150362,96783,44713,22
150363,35814,32092,12
150364,63276,17696,11
150365,404,96135,17
150366,59504,2475,6
150367,62183,80439,6
150368,48770,19765,25
150369,33225,88866,28
150370,10578,84148,25
150371,40868,38461,13
150372,68049,68825,9
150373,43690,41313,22
150374,25647,34377,4
150375,57799,40962,4
150376,66710,82232,18
150377,24894,46570,7
150378,62702,34273,4
150379,16958,52815,21
150380,88865,7199,23
150381,59692,82264,4
150382,63649,33639,4
150383,60819,21827,26
150384,33577,2846,25
150385,99056,18778,16
150386,47142,39762,12
150387,57621,20359,10
150388,17175,94794,3
150389,34067,80320,19
150390,90376,18411,17
150391,92302,35122,20
150392,58146,40394,19
150393,47770,33504,17
150394,10362,98332,4
150395,56552,41138,11
150396,37422,91259,14
150397,94876,60434,16
150398,59218,65101,19
150399,92544,86796,18
150400,1789,25269,16
150401,81028,77325,8
150402,92236,58504,12
150403,8161,89100,31
150404,47646,45964,2
150405,70909,26814,18
150406,87558,894,20
150407,56847,8529,10
150408,63637,25597,1
150409,26067,76175,26
150410,20248,63321,23
150411,7383,70721,22
150412,461,69217,17
150413,67806,81476,1
150414,24470,63414,27
150415,28519,97143,30
150416,32998,25372,29
150417,19342,52295,10
150418,80711,66174,29
150419,24934,31198,6
150420,3282,58691,31
150421,12619,27487,10
150422,19259,50209,7
150423,39781,68569,11
150424,65165,24341,20
150425,64459,23344,26
150426,90618,97383,4
150427,8523,97306,17
150428,49797,57260,20
150429,6584,86077,30
150430,31822,35349,6
150431,66307,12230,26
150432,11781,52437,18
150433,90253,24693,10
150434,61211,27068,13
150435,10101,14045,29
150436,93759,97015,27
150437,81259,28281,1
150438,81683,61938,19
150439,28188,13559,20
150440,94346,5813,16
150441,69423,93889,30
150442,54238,52426,14
150443,76734,63018,4
150444,22150,29975,31
150445,45601,60403,5
150446,11711,6894,28
150447,101229,93219,10
150448,35484,59625,18
150449,15930,78994,17
150450,77065,21874,30
150451,94010,15008,15
150452,8544,64198,17
150453,78082,95696,10
150454,38291,9080,20
150455,81832,37073,16
150456,70065,65411,30
150457,96358,11624,15
150458,67314,65950,25
150459,73281,20538,25
150460,46781,13361,16
150461,85030,8735,15
150462,84775,5732,31
150463,48546,63314,30
150464,96636,2531,11
150465,39175,31578,4
150466,96802,7926,26
150467,10336,45078,26
150468,2181,72824,11
150469,40261,18172,4
150470,16209,4983,11
150471,3537,41032,11
150472,25137,96673,26
150473,15552,14003,16
150474,15609,5236,30
150475,57329,66611,17
150476,9174,47907,28
150477,49547,69565,26
150478,99303,50536,13
150479,32289,74937,17
150480,51739,11862,9
150481,30877,49490,4
150482,52641,11022,5
150483,84307,76460,31
150484,51982,89566,1
150485,30047,77483,12
150486,141,41725,14
150487,97431,99461,3
150488,63037,48571,11
150489,40513,21792,6
150490,88910,83259,26
150491,28598,41965,30
150492,79242,98056,29
150493,81502,24340,20
150494,56104,15649,11
150495,34518,95161,28
150496,26603,53070,2
150497,18790,54394,16
150498,17422,70157,10
150499,73247,44197,9
150500,3786,28757,23
150501,54891,67553,5
150502,37189,33410,20
150503,64256,56075,16
150504,72690,99912,12
150505,79332,92706,7
150506,62829,39490,30
150507,5295,45908,10
150508,87301,1516,11
150509,80247,15423,25
150510,61294,65810,20
150511,86309,73896,30
150512,88417,69255,27
150513,41546,98258,18
150514,21060,98998,18
150515,1313,31520,17
150516,74832,88658,31
150517,82945,35125,17
150518,44457,74452,15
150519,40401,4934,30
150520,24325,30570,24
150521,80427,69330,22
150522,27657,63009,5
150523,36459,69369,1
150524,36064,26660,3
150525,16962,55157,3
150526,17236,16675,9
150527,25561,83112,13
150528,83395,63799,30
150529,18827,42285,10
150530,21762,3331,18
150531,49262,21368,28
150532,25039,93223,9
150533,7631,74072,7
150534,84134,3579,27
150535,3980,44749,7
150536,26838,48065,28
150537,7409,12700,25
150538,17863,68942,23
150539,69532,69801,4
150540,89818,31358,18
150541,1245,99181,12
150542,68674,30894,21
150543,98686,47166,3
150544,96000,98901,11
150545,63837,40617,17
150546,694,84559,27
150547,87394,82323,3
150548,44788,37274,9
150549,78495,27974,21
150550,60397,11720,3
150551,45904,54548,27
150552,59025,46978,11
150553,9768,3675,27
150554,62934,90287,2
150555,84218,16868,19
150556,25379,35662,31
150557,27583,98946,13
150558,1036,67860,20
150559,23094,4508,21
150560,67385,43756,3
150561,88921,43992,16
150562,69950,39858,1
150563,32639,67910,2
150564,33887,20148,7
150565,73,91124,24
150566,80134,17776,12
150567,15038,84163,27
150568,52349,50737,13
150569,39508,38809,25
150570,43598,12153,13
150571,93136,38274,29
150572,28868,69481,30
150573,61083,85058,1
150574,56023,57990,5
150575,88989,28701,3
150576,4354,69125,16
150577,19063,42165,27
150578,82888,91327,10
150579,21926,67912,21
150580,12380,96772,31
150581,58270,58000,16
150582,63327,84031,12
150583,58623,74979,13
150584,94615,34180,8
150585,86193,23286,18
150586,75889,8346,18
150587,17970,2863,7
150588,33770,65487,10
150589,1373,26406,23
150590,98825,90344,19
150591,77674,62636,1
150592,29226,77549,14
150593,14901,56329,8
150594,12461,42906,22
150595,54736,62102,12
150596,49264,52176,13
150597,72123,86132,12
150598,44634,59515,10
150599,27820,16813,26
150600,69422,16276,12
150601,80269,85057,10
150602,22606,14414,27
150603,73784,84317,26
150604,95782,56600,6
150605,66089,36440,13
150606,49463,96456,26
150607,39708,68680,11
150608,4334,88662,11
150609,78408,85767,13
150610,62022,47640,9
150611,37688,43718,7
150612,49028,46544,5
150613,28149,86684,17
150614,68948,17911,14
150615,11010,90146,11
150616,88932,87304,5
150617,88753,84552,15
150618,26022,19024,11
150619,13321,75758,5
150620,43680,33566,4
150621,76854,63165,10
150622,1935,6033,28
150623,7076,64251,5
150624,16739,84043,20
150625,97144,60142,4
150626,39349,60357,2
150627,31629,44203,17
150628,626,16782,20
150629,97952,73374,9
150630,87000,27468,18
150631,24823,92162,3
150632,7839,63036,21
150633,97121,2054,6
150634,4804,5898,5
150635,30201,23101,22
150636,11079,31878,26
150637,28413,51867,6
150638,81417,49676,18
150639,16122,86360,6
150640,51660,37005,10
150641,77815,26648,27
150642,10605,67100,1
150643,14708,91367,25
150644,10408,32815,16
150645,10512,90762,20
150646,89909,13292,5
150647,81823,23967,7
150648,59770,99743,7
150649,374,62723,8
150650,88056,82775,26
150651,5140,30841,27
150652,14183,87025,18
150653,5476,51132,1
150654,5481,64917,17
150655,69995,98830,28
150656,69609,11068,17
150657,38455,28929,7
150658,54185,71840,28
150659,12991,55560,31
150660,3427,26137,17
150661,49881,48499,24
150662,81106,46728,9
150663,13366,30200,4
150664,78038,11149,25
150665,69157,20253,2
150666,47235,300,5
150667,62902,7019,8
150668,63797,36401,2
150669,62928,89333,29
150670,93210,59896,10
150671,15178,88342,15
150672,64189,77219,30
150673,54439,60924,23
150674,62403,66239,24
150675,32969,5024,21
150676,45866,65879,30
150677,8093,3813,8
150678,42559,30137,26
150679,96569,57342,24
150680,88607,10294,6
150681,82326,87779,25
150682,1206,46549,7
150683,9552,43710,30
150684,44702,98656,14
150685,98941,9531,3
150686,94850,65924,4
150687,29652,4850,26
150688,39925,75806,30
150689,83626,43754,14
150690,94869,16260,4
150691,97230,22474,16
150692,66297,88862,15
150693,61667,19546,11
150694,30091,60088,29
150695,32472,98697,12
150696,20746,38261,14
150697,97166,50716,16
150698,79977,7671,26
150699,22221,36124,25
150700,12935,40682,5
150701,11870,89654,10
150702,86708,29300,1
150703,27070,91714,4
150704,75059,15782,30
150705,4517,93032,27
150706,103,20809,21
150707,7585,53867,26
150708,78197,81846,10
150709,67652,4512,10
150710,98670,11907,30
150711,66034,70222,25
150712,68769,78911,19
150713,71327,27221,20
150714,46363,58824,23
150715,97995,50975,10
150716,33122,88514,24
150717,100429,81321,28
150718,43433,73426,22
150719,7336,28636,24
150720,45821,92456,9
150721,55764,37851,18
150722,36160,15731,17
150723,77813,76884,13
150724,18770,47337,17
150725,87359,70935,23
150726,4592,99615,31
150727,47293,45992,30
150728,55851,91805,23
150729,71428,19023,14
150730,60210,10640,30
150731,33815,6419,17
150732,46312,33845,25
150733,58068,92589,10
150734,71760,60240,8
150735,77257,49271,4
150736,69441,67492,30
150737,99739,29748,17
150738,66884,82696,16
150739,41831,48435,15
150740,88400,65139,10
150741,50365,81277,22
150742,99748,66413,11
150743,35017,98605,25
150744,55205,92119,20
150745,81385,16949,15
150746,69453,94742,9
150747,100210,54980,31
150748,61003,23073,31
150749,40915,61636,6
150750,9690,74508,2
150751,45722,48277,15
150752,96136,44367,12
150753,8137,31050,31
150754,3195,89340,30
150755,18210,1111,1
150756,31657,20624,28
150757,20747,72356,30
150758,67438,40222,28
150759,46835,59526,7
150760,15383,81723,26
150761,31182,78794,16
150762,81431,79462,21
150763,33356,51868,30
150764,98119,82554,3
150765,97759,38342,3
150766,41227,39760,8
150767,87814,34387,9
150768,15234,81734,11
150769,48601,96898,2
150770,49332,9248,28
150771,38682,94800,11
150772,56640,3662,6
150773,50949,29709,14
150774,59321,37510,24
150775,95258,58290,8
150776,73424,39271,19
150777,15816,79482,7
150778,94294,57934,19
150779,66992,90587,30
150780,53421,67587,25
150781,60631,74240,27
150782,95944,86019,24
150783,16730,6692,7
150784,92952,55668,12
150785,29307,67782,30
150786,7517,5101,11
150787,77742,42017,8
150788,78299,12662,7
150789,63444,40266,22
150790,36888,43895,27
150791,45615,6547,6
150792,7216,25951,21
150793,88911,42190,27
150794,63351,82933,9
150795,50873,80614,7
150796,85031,79668,3
150797,30986,87701,24
150798,59341,74359,10
150799,58705,55026,26
150800,57731,79343,21
150801,75468,18280,15
150802,80038,63814,3
150803,71810,84368,17
150804,16492,3859,10
150805,93254,41179,10
150806,85382,69314,13
150807,84300,88718,21
150808,13571,58958,13
150809,50638,81116,28
150810,77989,65773,9
150811,26513,69980,9
150812,83322,98000,23
150813,27367,22225,9
150814,29461,37448,19
150815,2087,91158,4
150816,9346,29508,18
150817,36687,34997,2
150818,12852,96596,1
150819,83532,62748,7
150820,10868,56744,21
150821,45188,42441,26
150822,55869,95992,26
150823,91424,94543,15
150824,101782,96776,10
150825,20888,68865,2
150826,66102,46416,17
150827,40478,42022,16
150828,92121,7726,15
150829,24944,61513,24
150830,42067,78666,7
150831,45751,68470,7
150832,75297,60708,25
150833,39048,45170,17
150834,61229,70069,30
150835,44652,46687,15
150836,42192,38133,27
150837,18617,23186,3
150838,67817,96642,1
150839,40859,51260,19
150840,87540,39545,13
150841,60853,73245,22
150842,2656,73336,20
150843,31346,35995,27
150844,84098,83215,26
150845,67500,5907,29
150846,39558,46000,7
150847,55336,26567,28
150848,22907,82520,24
150849,41973,93065,10
150850,8059,6121,17
150851,34258,47925,14
150852,83797,89677,2
150853,15906,8412,18
150854,20041,30390,8
150855,66682,80581,3
150856,22986,65633,2
150857,80820,49126,17
150858,83032,26976,10
150859,23773,16180,28
150860,62289,72932,3
150861,51696,14367,28
150862,35870,22747,15
150863,26762,89285,25
150864,29497,93460,22
150865,98139,25422,21
150866,82274,81998,6
150867,49376,15206,5
150868,101784,15595,20
150869,34756,89851,1
150870,44939,56026,16
150871,14957,86595,13
150872,81174,6374,26
150873,12110,45528,14
150874,24068,13373,29
150875,48959,98811,22
150876,56388,253,12
150877,38291,79187,10
150878,58783,3415,6
150879,69480,39529,25
150880,27671,62627,2
150881,58374,86299,30
150882,958,89865,5
150883,99972,4139,15
150884,4635,91096,24
150885,36642,42216,18
150886,24955,37723,24
150887,59441,14412,2
150888,26277,41002,21
150889,59689,46358,4
150890,31946,65794,19
150891,22909,18724,19
150892,43504,67636,9
150893,43928,49546,9
150894,53703,22393,24
150895,6776,89022,14
150896,28750,29944,22
150897,81631,30812,22
150898,63824,29166,9
150899,38083,86913,26
150900,97714,77068,30
150901,59369,97057,7
150902,46838,36106,29
150903,86864,37838,2
150904,83753,63510,18
150905,41948,61406,10
150906,23446,96652,31
150907,63422,35855,3
150908,69376,92530,20
150909,61646,68620,8
150910,40034,17385,13
150911,12708,28368,1
150912,18695,65786,21
150913,9777,17898,20
150914,74865,63641,1
150915,28597,90711,11
150916,59927,77932,25
150917,96853,69800,17
150918,34804,4866,27
150919,39889,78463,18
150920,74362,43177,14
150921,12390,99512,9
150922,62213,80660,3
150923,77864,40956,5
150924,3697,8645,18
150925,89355,19200,4
150926,15604,82381,23
150927,31334,15184,17
150928,62614,80815,13
150929,73162,66151,1
150930,3262,33423,9
150931,42675,94861,18
150932,59640,60995,15
150933,31403,19323,24
150934,46520,43849,9
150935,101839,23204,12
150936,71421,22178,15
150937,7759,61860,25
150938,21767,37688,2
150939,67421,9438,15
150940,51566,22467,9
150941,5074,87114,28
150942,97712,77611,15
150943,15921,99679,14
150944,93304,74806,14
150945,45713,33794,5
150946,30727,38318,8
150947,60345,65788,11
150948,22108,47575,9
150949,58901,46352,22
150950,51477,79224,2
150951,39911,86941,28
150952,56418,86362,14
150953,5848,12557,17
150954,23807,12511,14
150955,57212,31283,29
150956,99449,69160,22
150957,44831,54653,30
150958,1828,34269,17
150959,66339,32804,22
150960,71719,49537,24
150961,16422,44904,26
150962,72380,41332,18
150963,94702,88080,27
150964,2517,5700,20
150965,59668,99145,13
150966,83788,47691,6
150967,18770,80186,29
150968,31030,25301,4
150969,38687,10818,16
150970,85815,85848,4
150971,71087,73603,17
150972,46074,85668,17
150973,78856,29391,20
150974,2000,12034,26
150975,92253,28730,24
150976,29406,16608,7
150977,66248,14642,28
150978,77628,89153,7
150979,48569,89324,8
150980,68814,18019,28
150981,86243,33207,24
150982,12414,4152,18
150983,101118,57615,5
150984,82261,30908,6
150985,14370,15669,10
150986,44171,54130,24
150987,69792,8715,25
150988,57949,18664,29
150989,84060,69285,28
150990,4318,59130,11
150991,10688,59673,22
150992,22741,98971,6
150993,96210,63932,1
150994,81162,43416,12
150995,32183,25683,10
150996,47648,85912,13
150997,17291,63956,21
150998,33678,22778,9
150999,34267,20762,8
151000,77265,41029,22
151001,13824,6890,31
151002,71598,99169,25
151003,7564,74255,19
151004,39668,22919,4
151005,19662,27104,8
151006,44731,97178,18
151007,63845,39877,29
151008,88558,23292,26
151009,89457,48744,5
151010,56810,29950,1
151011,26779,76453,15
151012,27908,75791,20
151013,8760,86026,22
151014,66022,48429,1
151015,46198,79033,3
151016,95846,77344,26
151017,69250,87808,4
151018,54424,84284,30
151019,64462,50717,2
151020,4263,15900,26
151021,77340,19253,13
151022,4047,58577,1
151023,10949,15621,5
151024,80592,23713,27
151025,20067,59530,17
151026,32734,91053,29
151027,101503,49219,20
151028,82626,49077,20
151029,3708,61270,24
151030,30172,73058,22
151031,415,54566,27
151032,57739,51570,1
151033,43638,71147,16
151034,67994,90447,25
151035,81262,53004,15
151036,22891,73679,10
151037,32985,65341,6
151038,40648,65482,27
151039,87953,32527,7
151040,64432,22045,20
151041,39724,70655,29
151042,22552,87029,1
151043,670,32091,9
151044,47810,85933,25
151045,26671,5963,5
151046,42258,22935,24
151047,97703,93675,21
151048,96676,99995,7
151049,13328,88431,7
151050,46912,26490,6
151051,56906,88015,7
151052,43163,57340,17
151053,83506,85214,6
151054,77177,19619,29
151055,53280,64669,30
151056,79587,42463,1
151057,100207,52634,30
151058,39918,21686,17
151059,9368,29821,21
151060,30429,3551,6
151061,7927,38471,10
151062,37612,32752,16
151063,68527,95033,31
151064,75300,69237,26
151065,30094,32003,7
151066,10824,93065,26
151067,5868,39058,18
151068,1782,95553,4
151069,78740,45,18
151070,15652,91962,17
151071,91310,87477,20
151072,64168,16464,6
151073,96305,35563,25
151074,48736,60058,26
151075,14633,89271,1
151076,13646,40348,8
151077,31575,66387,19
151078,36435,40486,8
151079,24980,97174,2
151080,49249,73744,26
151081,42325,79008,2
151082,46055,71453,12
151083,71945,37207,10
151084,97348,20842,27
151085,100422,57303,19
151086,877,9657,23
151087,13946,39367,30
151088,29730,76425,12
151089,95318,18610,15
151090,28151,88625,1
151091,47012,21414,29
151092,78341,43995,30
151093,9191,55799,13
151094,49733,11871,25
151095,63647,44236,22
151096,31995,11239,26
151097,21641,25726,21
151098,54075,52366,21
151099,34448,29051,8
151100,96056,91497,8
151101,15782,2866,12
151102,89544,33274,25
151103,18116,17618,18
151104,77975,75674,1
151105,61653,73954,27
151106,77830,93301,2
151107,60438,12160,6
151108,10491,38666,1
151109,54141,97823,16
151110,33857,3873,24
151111,70090,73925,12
151112,100702,54461,20
151113,70345,58289,13
151114,15118,21644,30
151115,18214,91162,20
151116,55981,12342,21
151117,13638,49077,27
151118,90457,13024,20
151119,3523,23289,25
151120,46436,84899,24
151121,52141,49880,18
151122,66237,14305,17
151123,100200,66522,17
151124,35927,77156,28
151125,19456,24510,8
151126,44776,31934,8
151127,65452,5550,5
151128,98971,84772,1
151129,2751,75891,31
151130,62185,31495,29
151131,94499,72854,14
151132,6831,48504,13
151133,15685,74427,22
151134,53773,72930,19
151135,55319,34940,14
151136,55393,90886,2
151137,84332,54331,6
151138,46534,32584,23
151139,55823,76987,31
151140,76059,81995,23
151141,68859,98626,14
151142,75564,72581,23
151143,61470,54218,24
151144,100190,56128,30
151145,25342,92182,1
151146,34559,56734,20
151147,50054,72918,5
151148,101470,78834,12
151149,37238,42266,12
151150,93616,40912,7
151151,91339,80110,10
151152,15466,77354,2
151153,99353,44641,23
151154,1187,90822,28
151155,30353,66518,30
151156,33805,29266,4
151157,19486,68029,20
151158,15844,55697,24
151159,17290,6197,23
151160,12109,72019,20
151161,62349,85650,31
151162,70184,8973,9
151163,75196,7963,24
151164,76743,84300,18
151165,85199,94170,26
151166,95993,15469,12
151167,17988,21829,19
151168,69860,39535,5
151169,101249,88825,19
151170,14853,9331,3
151171,87302,23821,6
151172,86724,53302,10
151173,87840,35732,5
151174,96566,92329,22
151175,86652,30098,12
